GPU
[0.999269, 0.998412, 0.998676, 0.998355, 0.998508, 0.998818, 0.998919, 0.998984, 0.999298, 0.999074]
[0.98536, 0.985538, 0.985045, 0.985921, 0.984286, 0.986736, 0.983317, 0.988876, 0.987382, 0.98405]
[0.849309, 0.851326, 0.849516, 0.866294, 0.839624, 0.862739, 0.837985, 0.880509, 0.887899, 0.883266]
[0.712271, 0.701233, 0.708289, 0.713075, 0.708486, 0.725694, 0.727818, 0.699422, 0.713911, 0.711461]
[0.998801, 0.998666, 0.998754, 0.998683, 0.999037, 0.997372, 0.998796, 0.998921, 0.998808, 0.998834]
[0.8814, 0.861619, 0.849237, 0.858865, 0.863431, 0.877825, 0.847096, 0.872279, 0.855615, 0.874412]
[]
[0.99811, 0.998637, 0.998312, 0.998735, 0.998666, 0.998279, 0.998774, 0.999081, 0.997717, 0.99858]
[0.985516, 0.985851, 0.9859, 0.985458, 0.985615, 0.986184, 0.985494, 0.986056, 0.98618, 0.985371]
[0.757502, 0.560299, 0.756717, 0.508645, 0.512273, 0.584817, 0.753259, 0.798845, 0.598223, 0.541628]
[0.531882, 0.533556, 0.535468, 0.53884, 0.53663, 0.54156, 0.524923, 0.535074, 0.536116, 0.530063]
[0.983863, 0.983293, 0.98819, 0.986173, 0.984418, 0.982513, 0.5, 0.981648, 0.500002, 0.98251]
[0.500653, 0.502142, 0.499765, 0.503121, 0.500392, 0.500206, 0.499253, 0.500168, 0.499456, 0.500467]
[0.5, 0.5, 0.5, 0.5, 0.500804, 0.5, 0.5, 0.5, 0.5, 0.5]
[0.99289, 0.992074, 0.991748, 0.989948, 0.990318, 0.990174, 0.990657, 0.988677, 0.989585, 0.990326]
[0.976446, 0.976073, 0.975367, 0.976843, 0.975174, 0.975876, 0.975893, 0.975557, 0.975826, 0.975812]
[0.800208, 0.791401, 0.789619, 0.787708, 0.783924, 0.782964, 0.788647, 0.792871, 0.789763, 0.78453]
[0.616875, 0.594707, 0.605283, 0.614072, 0.612033, 0.59718, 0.605633, 0.605821, 0.605992, 0.615344]
[0.968973, 0.967686, 0.966769, 0.968065, 0.96662, 0.967628, 0.96797, 0.965502, 0.962718, 0.965606]
[0.808483, 0.806464, 0.77743, 0.816668, 0.801185, 0.811468, 0.803633, 0.808307, 0.825295, 0.81133]
[0.600949, 0.626483, 0.626925, 0.597414, 0.622676, 0.584552, 0.63705, 0.59881, 0.597018, 0.644482]
[0.997868, 0.99801, 0.998142, 0.997751, 0.997969, 0.998172, 0.997759, 0.997978, 0.997775, 0.998124]
[0.987334, 0.987818, 0.987429, 0.986987, 0.987838, 0.987591, 0.987649, 0.987775, 0.987725, 0.987791]
[0.858555, 0.860807, 0.857931, 0.862922, 0.859959, 0.860627, 0.860943, 0.864748, 0.86181, 0.860461]
[0.724608, 0.746994, 0.727593, 0.729961, 0.710273, 0.742898, 0.718371, 0.710334, 0.715098, 0.770691]
[0.99637, 0.997621, 0.996686, 0.996455, 0.996967, 0.996929, 0.996705, 0.996907, 0.99704, 0.997003]
[0.834289, 0.848665, 0.870631, 0.860617, 0.86758, 0.855016, 0.859756, 0.86253, 0.850211, 0.849711]
[0.728056, 0.721165, 0.716934, 0.69008, 0.67676, 0.696412, 0.716474, 0.70149, 0.695029, 0.705609]
CPU-1
[0.998754, 0.99896, 0.998946, 0.998747, 0.998791, 0.999086, 0.998483, 0.999188, 0.998312, 0.999145]
[0.986448, 0.983843, 0.985106, 0.986563, 0.986079, 0.989236, 0.986716, 0.986126, 0.981791, 0.989872]
[0.84751, 0.852514, 0.870743, 0.877491, 0.859585, 0.849741, 0.850442, 0.861055, 0.852965, 0.885461]
[0.709039, 0.723397, 0.719149, 0.727395, 0.728573, 0.697036, 0.732856, 0.701111, 0.718136, 0.689516]
[0.99791, 0.998364, 0.998814, 0.998745, 0.996936, 0.997037, 0.998805, 0.997557, 0.998713, 0.997379]
[0.828851, 0.857104, 0.875422, 0.85621, 0.86974, 0.860762, 0.854109, 0.853038, 0.838979, 0.867107]
[0.505982, 0.500684, 0.504526, 0.507284, 0.49532, 0.505193, 0.496784, 0.516324, 0.495563, 0.506309]
[0.997903, 0.998733, 0.998434, 0.998309, 0.998454, 0.99772, 0.998813, 0.998822, 0.999073, 0.998752]
[0.984827, 0.98496, 0.985474, 0.985838, 0.985561, 0.985309, 0.986259, 0.984771, 0.985429, 0.986078]
[0.581906, 0.560716, 0.511411, 0.60962, 0.553948, 0.750977, 0.538483, 0.542418, 0.753119, 0.518023]
[0.535052, 0.532265, 0.537508, 0.53354, 0.538758, 0.536006, 0.533519, 0.532424, 0.534493, 0.53589]
[0.984155, 0.98437, 0.981225, 0.5, 0.5, 0.5, 0.984137, 0.979037, 0.98301, 0.499999]
[0.499904, 0.500124, 0.500773, 0.499565, 0.501645, 0.500301, 0.500519, 0.499532, 0.520181, 0.499704]
[0.5, 0.5, 0.5, 0.500867, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
[0.991171, 0.990978, 0.990276, 0.993366, 0.989246, 0.990306, 0.991162, 0.9911, 0.991332, 0.990506]
[0.975593, 0.976283, 0.975987, 0.975768, 0.975144, 0.975532, 0.975675, 0.975301, 0.975478, 0.975101]
[0.790745, 0.792716, 0.78754, 0.788045, 0.794722, 0.796139, 0.782412, 0.784777, 0.784582, 0.789914]
[0.604011, 0.603746, 0.604135, 0.607405, 0.605966, 0.60889, 0.605583, 0.605148, 0.609484, 0.616471]
[0.966836, 0.967044, 0.965466, 0.968437, 0.965011, 0.965218, 0.967459, 0.968608, 0.970777, 0.960883]
[0.800451, 0.809403, 0.791789, 0.807139, 0.798327, 0.808282, 0.811783, 0.814345, 0.786949, 0.804476]
[0.619808, 0.624832, 0.617391, 0.617992, 0.617761, 0.605379, 0.620533, 0.616468, 0.607375, 0.627129]
[0.997979, 0.998355, 0.997697, 0.998017, 0.997975, 0.998107, 0.998274, 0.998024, 0.997711, 0.997602]
[0.987859, 0.987892, 0.987395, 0.987392, 0.987434, 0.987878, 0.987708, 0.987347, 0.987735, 0.987622]
[0.862036, 0.865104, 0.863796, 0.86191, 0.860868, 0.858957, 0.862157, 0.861628, 0.861062, 0.863778]
